Code Fragments,phenotype,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
[dc][dc][dc][D5 D1 D0 nand nor][dc][dc],0.0,1.0,1.0,7,89.80012918300233,99988,43111,0.16666666666666666,0.01565292657308575,7808,7808,True
[D3 D1 nand][dc][dc][dc][dc][D0 D5 nand D1 &],0.0,1.0,1.0,6,76.90856546970036,99999,59344,0.3333333333333333,0.01149070056953401,7174,7174,True
[dc][dc][dc][D5 D1 D0 nand nor][D0 ~ ~][dc],0.0,1.0,1.0,1,89.80012918300233,99988,70174,0.3333333333333333,0.0022361323675836784,4093,4093,True
[D5 D0 D1 & &][dc][dc][dc][dc][dc],1.0,1.0,1.0,5,76.9005404262398,99978,75805,0.16666666666666666,0.00957458464126247,3318,3318,True
[dc][dc][dc][D5 D1 D0 & &][dc][dc],1.0,1.0,1.0,6,76.9005404262398,99978,80875,0.16666666666666666,0.011489501569514967,2624,2624,True
[dc][dc][D0 D1 D2 nor nor][dc][D3 ~ D0 nor][dc],1.0,1.0,1.0,1,67.56863905512068,99994,81063,0.3333333333333333,0.0016825412413029503,4085,4085,True
[D3 D3 nor][dc][D2 D1 & D0 |][dc][dc][D0 D5 nand D1 &],0.0,1.0,1.0,3,84.47126388989571,99988,81907,0.5,0.006310311433849866,2483,2483,True
[D0 D1 D3 & |][dc][dc][D4 D3 nor D0 nor][dc][dc],1.0,1.0,1.0,3,73.60798179749165,99994,83957,0.3333333333333333,0.005498784648999263,2203,2203,True
[dc][dc][dc][D5 D1 D0 nand nor][D4 D3 & D0 |][D0 D5 nand D1 &],0.0,1.0,1.0,1,89.80012918300233,99988,83995,0.5,0.0022361323675836784,2196,2196,True
[dc][D1 D1 D0 & &][D5 D0 &][dc][dc][dc],1.0,1.0,1.0,8,76.9005404262398,99978,85465,0.3333333333333333,0.015319335426019955,1994,1994,True
[dc][D1 D1 D0 & &][D5 D0 &][dc][dc][D1 D5 D1 nor nand],1.0,1.0,1.0,2,76.9005404262398,99978,86539,0.5,0.003829833856504989,1846,1846,True
[dc][D3 D3 |][dc][D5 D1 D0 nand nor][dc][dc],0.0,1.0,1.0,5,77.81018825426563,99958,86610,0.3333333333333333,0.009687841324179125,1050,1050,True
[dc][D0 ~ D4 D2 | nand][D4 D1 nand][D2 D0 nor D4 ~ nor][dc][dc],1.0,1.0,1.0,2,71.13592444347282,99950,87225,0.5,0.00354274196692683,1751,1751,True
[D2 D3 D0 | |][D1 D1 D0 & &][dc][D5 D3 nor D0 |][dc][dc],1.0,0.4998498949264485,0.4998498949264485,1,86.79548677696259,99978,87862,0.5,0.002161313119568257,1665,3331,True
