Code Fragments,phenotype,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
[dc][dc][dc][D2 D1 ~ | D0 &][dc][D10 D1 ~ nor][dc][dc][dc][dc][dc],0.0,1.0,1.0,8,75.8474697380486,99991,36465,0.18181818181818182,0.007797096036985981,3844,3844,True
[dc][dc][dc][D0 D9 D1 nand &][dc][D0 D4 | D2 nand][dc][D0 D6 D0 nand nor D6 & D7 nor][dc][dc][dc],0.0,1.0,1.0,5,91.42753371478459,99986,50080,0.2727272727272727,0.006138067524514988,4744,4744,True
[dc][dc][dc][dc][dc][D1][D0 D9 D9 nor &][dc][D10 D10 & D2 nand][D1][dc],0.0,1.0,1.0,5,89.1754887146533,99986,51217,0.36363636363636365,0.005729507622787841,4618,4618,True
[dc][dc][dc][dc][D3 ~][D0 D4 | D2 nand][dc][dc][D1 ~][D0 D3 D3 nor nand][dc],0.0,1.0,1.0,2,70.14209500196014,99994,53605,0.36363636363636365,0.0018026463270775562,4205,4205,True
[dc][dc][D6][dc][D1][dc][D0 ~][dc][dc][D2][dc],1.0,1.0,1.0,4,66.17901084547955,99997,56763,0.36363636363636365,0.0034015907516562107,2668,2668,True
[dc][D1][D0 D7 D8 nor D2 ~ | nand][dc][dc][D2 D5 D5 & nor][dc][dc][dc][dc][dc],0.0,1.0,1.0,7,74.3836606468791,99987,57132,0.2727272727272727,0.006690789807401175,2723,2723,True
[dc][D1][dc][D2 D1 ~ | D0 &][dc][D10 D1 ~ nor][dc][dc][dc][dc][dc],0.0,1.0,1.0,3,75.8474697380486,99991,61417,0.2727272727272727,0.002923911013869743,2337,2337,True
[D1 ~][dc][dc][dc][D3 ~][D0 D4 | D2 nand][D0 ~][dc][dc][dc][dc],0.0,1.0,1.0,3,70.14209500196014,99994,64381,0.36363636363636365,0.0027039694906163345,3226,3226,True
[dc][dc][D7 ~][D0 D9 D1 nand &][dc][D0 D4 | D2 nand][dc][dc][dc][dc][dc],0.0,1.0,1.0,5,91.42753371478459,99986,64518,0.2727272727272727,0.006138067524514988,3377,3377,True
[dc][D1][D0 D1 D8 nand & D8 nand][D2 D1 ~ | D0 &][dc][D10 D1 ~ nor][dc][dc][dc][dc][dc],0.0,1.0,1.0,3,75.8474697380486,99991,68566,0.36363636363636365,0.002923911013869743,1897,1897,True
[D1 D10 | D2 D1 & nand][dc][D2 ~ ~][D0 ~][dc][dc][D0 ~][dc][D4][dc][dc],1.0,1.0,1.0,1,71.69594434836708,99966,71332,0.45454545454545453,0.0009212900665593825,1728,1728,True
[D5 ~][D1][D0 D7 D8 nor D2 ~ | nand][dc][D8 D5 D8 & nand][D2 D5 D5 & nor][dc][dc][dc][D1][dc],0.0,1.0,1.0,2,74.3836606468791,99987,74568,0.5454545454545454,0.0019116542306860502,1609,1609,True
[dc][dc][dc][D1 ~][dc][D0][dc][D6 D10 & D8 ~ nand ~ D8 ~ nor][dc][D2][dc],1.0,1.0,1.0,1,57.67145030861849,99965,74632,0.36363636363636365,0.0007410758694416077,1575,1575,True
[dc][dc][D0][D2 D1 ~ | D0 &][dc][D1][dc][dc][D10 D10 & D2 nand][D1][dc],0.0,1.0,1.0,2,75.8474697380486,99991,74677,0.45454545454545453,0.0019492740092464953,1533,1533,True
[dc][dc][dc][dc][dc][dc][D0 D9 D9 nor &][dc][D10 D10 & D2 nand][D1][dc],0.0,1.0,1.0,4,89.1754887146533,99986,74773,0.2727272727272727,0.004583606098230273,2386,2386,True
