Code Fragments,phenotype,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
[dc][dc][D5 D1 & D4 D5 | nand][dc][dc][D4 D4 nand D0 &],0.0,1.0,1.0,3,97.76449095642069,99986,44651,0.3333333333333333,0.006560672584948215,9766,9766,True
[dc][D0 D4 & D0 &][dc][D5 D5 nand D1 nand][dc][dc],1.0,1.0,1.0,3,73.03827523390495,99985,60205,0.3333333333333333,0.005799317790901498,8584,8584,True
[dc][dc][dc][D0 D0 nor][dc][D2 D1 ~ &],1.0,1.0,1.0,3,76.52139280096193,99999,74521,0.3333333333333333,0.00592389472882892,2998,2998,True
[dc][D2 ~ D4 D1 & nand][D3 ~ D4 |][dc][D2 D0 | ~][dc],0.0,1.0,1.0,1,73.8634172872022,99956,74722,0.5,0.0017808294954907169,2972,2972,True
[D4 D1 D5 nand |][dc][dc][dc][dc][D4 D4 nand D0 &],0.0,1.0,1.0,2,97.76449095642069,99986,75090,0.3333333333333333,0.00437378172329881,4395,4395,True
[dc][D2 D1 nor D5 D1 nand |][D1 D5 & ~][dc][dc][D4 D4 nand D0 &],0.0,1.0,1.0,3,97.76449095642069,99986,77181,0.5,0.006560672584948215,4026,4026,True
[dc][D2 ~ D4 D1 & nand][D0 ~][dc][D2 D1 | D4 ~ nor][dc],0.0,1.0,1.0,2,76.51343719086125,99956,79914,0.5,0.003689441695367389,1574,1574,True
[dc][D0 D4 & D0 &][D1 D1 nand D0 |][D5 D5 nand D1 nand][dc][dc],1.0,1.0,1.0,5,73.03827523390495,99985,81529,0.5,0.009665529651502499,3984,3984,True
[dc][dc][D5 D5 D1 nor nor][dc][dc][D1 D0 &],0.0,1.0,1.0,4,94.79987057800822,99988,81922,0.3333333333333333,0.00853483664940471,2482,2482,True
[D1 D3 nand D1 D0 | |][D2 D1 nor D5 D1 nand |][dc][dc][dc][D4 D4 nand D0 &],0.0,1.0,1.0,3,97.76449095642069,99986,82536,0.5,0.006560672584948215,3081,3081,True
