Code Fragments,phenotype,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
[dc][dc][dc][dc][D2 D4 nor D0 |][dc][dc][D3 ~][dc][dc][D1 ~][D12 ~][D2 ~][dc][dc][dc][dc][dc][dc][dc],0.0,1.0,1.0,2,64.97542798326887,99918,46594,0.25,0.0010087164744474514,2505,2505,False
[D3 D18 nor ~][dc][D0][D0 D1 nand D1 D10 & nand D2 D19 D18 nor | nand ~][dc][D3 ~ D19 |][D1 D1 nand ~][dc][dc][dc][dc][dc][dc][dc][dc][dc][dc][dc][D0][dc],1.0,1.0,1.0,5,63.285543199201506,99973,59533,0.3,0.002456204291406455,2507,2507,False
[D2 D3 | ~][dc][dc][dc][dc][dc][dc][dc][dc][D16 D3 | D10 D1 | & ~ D1 nand][D12 D2 D2 | nor ~][dc][dc][dc][D0 D3 |][dc][dc][dc][dc][dc],1.0,1.0,1.0,4,69.47552407141644,99969,65525,0.2,0.0021571571862444394,1630,1630,False
[D2 D3 | ~][dc][dc][dc][dc][dc][dc][D1][dc][dc][dc][dc][dc][dc][D0 D3 |][dc][dc][D16][dc][dc],1.0,1.0,1.0,5,67.65050573848876,99950,68765,0.2,0.002625614857846233,980,980,False
[D2 D3 | ~][dc][dc][dc][dc][dc][dc][dc][dc][D16 D3 | D10 D1 | & ~ D1 nand][D12 D2 D2 | nor ~][dc][dc][dc][D0 D3 |][dc][dc][dc][D12 D6 | D10 nand ~ D10 D10 D5 nor nand ~ nand][dc],1.0,1.0,1.0,5,69.47552407141644,99969,72529,0.25,0.002696446482805549,1311,1311,False
[D1 D10 nand][dc][D2][dc][dc][dc][dc][dc][dc][dc][D3 D7 & D0 | D1 |][dc][dc][dc][dc][dc][D3 D0 nor][dc][D14 ~ D13 D1 nor & D2 D1 nand nor][dc],0.0,1.0,1.0,2,58.02404846036394,99985,73863,0.25,0.0009007992007559807,795,795,False
[dc][dc][dc][dc][dc][D3 ~ D19 |][D1 D1 nand ~][D18 D6 | D1 &][D18 D2 &][dc][dc][dc][dc][dc][dc][dc][dc][dc][D0][dc],1.0,1.0,1.0,6,63.68839907241588,99973,75770,0.25,0.0029662076589355756,1132,1132,False
[D1][dc][dc][dc][dc][dc][dc][dc][dc][dc][dc][dc][D2 ~][dc][D0 D2 D3 | &][dc][dc][D1][dc][D17 D8 | D17 nand],0.0,1.0,1.0,3,65.04726685121715,99987,75937,0.25,0.001514747614455836,771,771,False
[dc][dc][dc][dc][dc][D3 ~ D19 |][D1 D1 nand ~][dc][D18 D2 &][dc][dc][dc][dc][dc][dc][dc][dc][dc][D0][dc],1.0,1.0,1.0,4,63.68839907241588,99973,75981,0.2,0.001977471772623717,1123,1123,False
[dc][dc][dc][dc][dc][dc][D13 D1 | ~][dc][dc][dc][dc][dc][D2 ~][D19 D7 D16 | | D14 D14 D1 | nor | D7 D8 D0 | | D12 D8 nand D2 nor nor & ~][D0 D2 D3 | &][dc][dc][dc][dc][dc],0.0,1.0,1.0,2,61.446566439150914,99991,76820,0.2,0.0009539323678077467,738,738,False
[dc][dc][D2][dc][dc][dc][dc][D3 ~][dc][dc][D1 ~][dc][dc][dc][D0][dc][dc][dc][D0][D14 D16 | D14 nand],0.0,1.0,1.0,4,61.73483904938401,99994,77545,0.3,0.0019168153601854144,666,666,False
[D2][D4 D5 ~ D4 D0 nor | | D3 ~ &][D2 D14 D14 D13 nand D13 D10 nor nor | |][dc][dc][dc][dc][dc][dc][dc][dc][D10][D10 D17 nand D14 D14 ~ | | D16 D15 nand D6 D1 nand nor D15 D2 ~ | | |][D1][D0 ~][dc][dc][dc][dc][dc],1.0,1.0,1.0,2,55.38238542210518,99982,78332,0.35,0.0008597884816374137,687,687,False
