Code Fragments,phenotype,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
[dc][D3 D3 nand D1 D3 | nand][D0 D0 nand][dc][D2 D2 | D1 D1 | |][dc],1.0,1.0,1.0,6,107.84336295751606,99989,35219,0.5,0.01270559304363274,16513,16513,True
[dc][D0 D5 nand][D2 D0 nor D1 |][dc][D1 D3 & ~][dc],0.0,1.0,1.0,3,95.21199818518599,99986,54677,0.5,0.005608712806409018,12440,12440,True
[dc][dc][D1 D1 |][D5 ~ ~][D0 D0 D1 & &][dc],1.0,1.0,1.0,2,104.89776755676658,99999,57516,0.5,0.004119518992519109,5831,5831,True
[dc][dc][D5 D4 D1 nand |][dc][dc][D4 D0 &],1.0,1.0,1.0,2,100.0497748093584,99999,60735,0.3333333333333333,0.003929129829206028,8469,8469,True
[dc][dc][dc][dc][D0 D1 nand][D4 D0 &],1.0,1.0,1.0,1,88.19706316936325,99976,64225,0.3333333333333333,0.0017318265453741893,4911,4911,True
[dc][dc][dc][D4 D4 | D1 nand][dc][D0 D4 nand ~],1.0,1.0,1.0,2,88.19706316936325,99976,77310,0.3333333333333333,0.0034636530907483786,3114,3114,True
[dc][D0 D5 & ~][D2 D0 nor D1 |][dc][D1 D3 & ~][dc],0.0,1.0,1.0,2,95.21199818518599,99986,78021,0.5,0.0037391418709393446,6033,6033,True
[dc][dc][dc][D1 D0 nand D5 |][dc][D4 D0 &],1.0,1.0,1.0,5,100.0497748093584,99999,79038,0.3333333333333333,0.00982282457301507,4521,4521,True
[D3 D4 nor D0 |][D5 D5 | D0 nand][D2 D0 nor D1 |][dc][D1 D3 & ~][dc],0.0,1.0,1.0,1,106.28966985423213,99963,79971,0.6666666666666666,0.002087090716378407,2750,2750,True
[dc][dc][D1 ~][dc][D1 ~][D4 D0 &],1.0,1.0,1.0,2,88.19706316936325,99976,82534,0.5,0.0034636530907483786,2398,2398,True
[dc][D3 D3 nand D1 D3 | nand][D0 D0 nand][dc][D0 D0 nor][D2 D1 |],1.0,1.0,1.0,2,107.84336295751606,99989,83293,0.6666666666666666,0.004235197681210914,4257,4257,True
