Code Fragments,phenotype,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
[dc][dc][dc][dc][dc][dc][D0][D7 ~][dc][D1 D2 D8 & nor][dc],0.0,1.0,1.0,9,65.89866994232843,99977,27511,0.2727272727272727,0.007302191820985234,6951,6951,True
[dc][dc][D0 D0 nor D7 D1 | nor D1 nor][dc][dc][dc][D3][D3][D2 D2 nand D3 ~ |][dc][dc],1.0,1.0,1.0,10,71.31704648930072,99970,41331,0.36363636363636365,0.008780665393411342,5559,5559,True
[dc][dc][D1][dc][D2][dc][dc][dc][dc][D9 D9 D10 D5 & nand | D0 nand][D6],1.0,1.0,1.0,4,79.3088292603597,99995,48901,0.36363636363636365,0.003905850434133633,3146,3146,True
[D2 D5 & D5 D6 nand ~ D5 nor nor][dc][D1][D1][dc][D9 ~ D5 D0 & nand][dc][dc][dc][dc][dc],1.0,1.0,1.0,7,79.12054917598513,99982,49606,0.36363636363636365,0.006819011324495182,4955,4955,True
[D7 D9 & D0 | D0 &][dc][dc][dc][dc][dc][dc][D7 ~][dc][D1 D2 D8 & nor][dc],0.0,1.0,1.0,10,65.89866994232843,99977,50521,0.2727272727272727,0.00811354646776137,4745,4745,True
[D7 D9 & D0 | D0 &][dc][dc][dc][D0][dc][dc][D7 ~][dc][D1 D2 D8 & nor][dc],0.0,1.0,1.0,1,65.89866994232843,99977,53136,0.36363636363636365,0.0008113546467761371,4483,4483,True
[dc][dc][D0 D0 nor D7 D1 | nor D1 nor][dc][dc][D2 D0 nand][D0][dc][dc][dc][dc],1.0,1.0,1.0,1,80.70990849331497,99970,57654,0.2727272727272727,0.0009937129133901627,2661,2661,True
[dc][dc][D2][dc][D2][dc][dc][D1 D1 nand D3 D6 D2 nand & nor][dc][D9 D9 D10 D5 & nand | D0 nand][D6],1.0,1.0,1.0,5,79.3088292603597,99995,66089,0.45454545454545453,0.004882313042667041,2095,2095,True
[D7 D9 & D0 | D0 &][dc][dc][dc][D0 D2 |][dc][dc][D7 ~][dc][D1 D2 D8 & nor][dc],0.0,1.0,1.0,2,65.89866994232843,99977,67181,0.36363636363636365,0.0016227092935522742,3148,3148,True
[dc][D1 D6 D1 | nor D9 D0 nand nor D0 D2 | |][D1][dc][dc][dc][D6][dc][dc][D0 ~][D6],1.0,1.0,1.0,4,79.3088292603597,99995,69582,0.45454545454545453,0.003905850434133633,1872,1872,True
[dc][D2 D10 D6 D7 nor nor nand D2 nand][D1][dc][D0 D3 D4 & nor D1 D9 & D1 & D3 D10 & D1 | nand |][D0][dc][dc][dc][dc][dc],0.0,1.0,1.0,7,89.96667061015424,99983,74585,0.36363636363636365,0.007753785231611813,2237,2237,True
[dc][dc][D10 D6 | D0 D8 & | D8 D4 D4 & | D2 nand nand][dc][D8 D9 D7 ~ D6 D1 | & nor |][D8 D1 D3 ~ & D0 | &][dc][D1 ~][dc][dc][dc],1.0,1.0,1.0,1,85.42721801788952,99973,74669,0.36363636363636365,0.0010517931600232807,1569,1569,True
[dc][D2 D10 D6 D7 nor nor nand D2 nand][D1][dc][D0 D3 D4 & nor D1 D9 & D1 & D3 D10 & D1 | nand |][D0][dc][dc][D9 D0 nand][dc][dc],0.0,1.0,1.0,1,89.96667061015424,99983,76970,0.45454545454545453,0.0011076836045159732,2024,2024,True
[dc][dc][D10 D6 | D0 D8 & | D8 D4 D4 & | D2 nand nand][dc][dc][D8 D1 D3 ~ & D0 | &][dc][D1 ~][dc][dc][dc],1.0,1.0,1.0,3,85.42721801788952,99973,78845,0.2727272727272727,0.003155379480069842,1314,1314,True
[dc][D0 D1 D1 & | ~][dc][D3 D2 D9 nand nand][dc][dc][dc][D2 D4 nand][dc][D4 D2 nand][dc],0.0,1.0,1.0,5,88.2923383611967,99999,78868,0.36363636363636365,0.005393673393041553,2245,2245,True
[dc][D0 D1 D1 & | ~][dc][D3 D2 D9 nand nand][dc][dc][dc][D2 D4 nand][dc][dc][dc],0.0,1.0,1.0,8,88.2923383611967,99999,79904,0.2727272727272727,0.008629877428866485,2130,2130,True
[dc][D4][D0 D0 nor D7 D1 | nor D1 nor][dc][dc][dc][D2][dc][D4][D9 D9 D10 D5 & nand | D0 nand][dc],1.0,1.0,1.0,4,81.02991189901337,99976,79988,0.45454545454545453,0.003990611379844948,1212,1212,True
[dc][dc][dc][D2][dc][dc][D0][dc][dc][D1 D2 D8 & nor][dc],0.0,1.0,1.0,4,79.6914794502068,99964,80033,0.2727272727272727,0.003924695428115691,1296,1296,True
[D2 D5 & D5 D6 nand ~ D5 nor nor][dc][D1][D1][D6 D10 nand D5 D1 nor nand D10 D5 & D3 & D0 nand |][D9 ~ D5 D0 & nand][dc][dc][dc][dc][dc],1.0,1.0,1.0,4,79.12054917598513,99982,80478,0.45454545454545453,0.0038965778997115327,1916,1916,True
[dc][dc][D0 D0 nor D7 D1 | nor D1 nor][dc][D9 D9 D6 ~ nor nand D3 ~ D6 D4 D4 | nor nor &][dc][D3][D3][D2 D2 nand D3 ~ |][dc][dc],1.0,1.0,1.0,2,69.91500709225917,99970,80482,0.45454545454545453,0.0017216088255904106,1409,1409,True
[dc][dc][D1 D0 nand][D5 D10 ~ nor D10 D7 nor & D1 |][dc][D0 D3 nand D2 D5 nor &][dc][dc][dc][dc][dc],0.0,1.0,1.0,4,73.04325525158774,99984,80628,0.2727272727272727,0.00359727955759328,1227,1227,True
[dc][dc][D0 D0 nor D7 D1 | nor D1 nor][dc][dc][dc][D3][D3][dc][D2 ~][dc],1.0,1.0,1.0,5,71.31704648930072,99970,80706,0.36363636363636365,0.004390332696705671,1831,1831,True
[D9 D0 ~ nor D9 ~ nor][dc][D1][dc][dc][dc][D0][dc][dc][dc][D2 ~],1.0,1.0,1.0,4,69.80336091631787,99998,81377,0.36363636363636365,0.0034377192310321874,1193,1193,True
[dc][dc][D0 D0 nor D7 D1 | nor D1 nor][dc][dc][dc][D3][D3][D2 D2 nand D3 ~ |][D2 ~][dc],1.0,1.0,1.0,2,71.31704648930072,99970,81920,0.45454545454545453,0.0017561330786822684,1716,1716,True
[D2 D9 D3 nor nor ~ D7 ~ D7 & |][D0 D1 D1 & | ~][dc][dc][dc][dc][dc][D2 D4 nand][dc][dc][dc],0.0,1.0,1.0,2,92.8473434129601,99999,82144,0.2727272727272727,0.0022976741791831093,1725,1725,True
[D7 D9 & D0 | D0 &][dc][dc][dc][D0][dc][D0][D7 ~][dc][D1 D2 D8 & nor][dc],0.0,1.0,1.0,1,65.89866994232843,99977,82230,0.45454545454545453,0.0008113546467761371,1703,1703,True
[dc][dc][D0 D8 nand][D2][dc][dc][D0][D10 D2 & ~ D4 ~ nor D2 |][dc][D1 D2 D8 & nor][dc],0.0,1.0,1.0,2,79.6914794502068,99964,82338,0.45454545454545453,0.0019623477140578455,1139,1139,True
[D9 D0 ~ nor D9 ~ nor][dc][D1][dc][dc][dc][D0 ~ ~][dc][dc][dc][D2 ~],1.0,1.0,1.0,1,69.80336091631787,99998,82689,0.36363636363636365,0.0008594298077580469,1104,1104,True
[D7 D9 & D0 | D0 &][dc][dc][dc][D7 D5 D2 & nand][dc][dc][D7 ~][dc][D1 D2 D8 & nor][dc],0.0,1.0,1.0,3,65.89866994232843,99977,82759,0.36363636363636365,0.0024340639403284117,1646,1646,True
