Code Fragments,phenotype,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
[dc][dc][dc][dc][dc][D2][dc][dc][dc][D3 D7 & ~][D0 ~][dc][dc][dc][D5 D1 nand D6 nand][dc][dc][dc][dc][D1 D2 nand],0.0,1.0,1.0,4,83.11055050344761,99974,32765,0.25,0.002251010786047889,3105,3105,False
[dc][dc][dc][D3 ~][dc][D10 D2 D18 | & ~][D2][dc][dc][dc][dc][D0 ~][dc][dc][D1][dc][dc][D2][dc][dc],0.0,1.0,1.0,3,58.965630846597605,99980,43841,0.3,0.00119779261090597,1744,1744,False
[dc][dc][dc][D3 ~][dc][D10 D2 D18 | & ~][D2][dc][dc][dc][dc][D0 ~][dc][dc][D1][dc][dc][D2][D0 D14 D16 | ~ nand][dc],0.0,1.0,1.0,2,58.965630846597605,99980,53772,0.35,0.0007985284072706466,1430,1430,False
[dc][D0][dc][D1 ~][D13][dc][dc][D8 D11 D18 & nand D2 D13 ~ nand D18 ~ | nor D4 D10 | nand][D2 D0 D0 nor ~ nand][dc][D13][dc][dc][dc][dc][dc][dc][dc][D3][dc],1.0,1.0,1.0,6,66.64860880578236,99977,58904,0.35,0.002707720073831281,1234,1234,False
[dc][dc][dc][D3 ~][dc][dc][D0][dc][dc][dc][D1 D18 nand][dc][dc][D3 D16 nand D3 D9 nor nand D17 D0 | nor D14 D2 nand | ~ ~][dc][dc][dc][dc][dc][D0 D0 D2 nand nand],0.0,1.0,1.0,6,80.17919964510324,99972,59795,0.25,0.0032574247575882843,1968,1968,False
[dc][dc][dc][D3 ~][dc][D10 D2 D18 | & ~][D2][dc][dc][dc][dc][D0 ~][dc][dc][D1][dc][dc][dc][dc][dc],0.0,1.0,1.0,2,58.965630846597605,99980,59917,0.25,0.0007985284072706466,1263,1263,False
[dc][dc][D1 ~ D15 D17 D9 | & ~ nand][dc][dc][dc][dc][dc][dc][dc][D3][dc][dc][dc][dc][D19][dc][dc][D19 D16 | D0 &][D2],1.0,1.0,1.0,4,79.80610243881029,99981,60791,0.25,0.00216151133994417,1686,1686,False
[dc][dc][dc][D3 ~][dc][dc][D0][dc][dc][dc][D1 D18 nand][dc][dc][D3 D16 nand D3 D9 nor nand D17 D0 | nor D14 D2 nand | ~ ~][dc][dc][dc][D2][dc][dc],0.0,1.0,1.0,1,80.17919964510324,99972,62632,0.25,0.000542904126264714,1828,1828,False
[dc][dc][D3][D0][D17][D8 D17 nor D2 nor][dc][D3][dc][dc][D3][dc][D1][dc][dc][D17][dc][dc][dc][dc],1.0,1.0,1.0,1,56.61485640382665,99969,62862,0.4,0.0003833467942505075,1166,1166,False
[dc][dc][D10][dc][dc][dc][dc][dc][D18 D8 D0 nor |][D2 ~ D15 D1 | ~ nand][D3 ~][dc][D1][dc][dc][dc][dc][dc][D2][D2],1.0,1.0,1.0,4,87.75634237085009,99964,65244,0.35,0.0023768399081016854,1315,1315,False
[dc][dc][dc][dc][dc][dc][dc][dc][D1 ~][dc][dc][D3 ~][dc][D0][dc][dc][D0][dc][D2][D14],1.0,1.0,1.0,5,61.132857088055836,99997,65567,0.3,0.002069693917522382,1109,1109,False
[dc][D0][dc][D1 ~][D13][dc][dc][dc][D2 D0 D0 nor ~ nand][dc][D13][D9 D15 D7 ~ & ~ D3 | |][dc][dc][dc][dc][dc][dc][D3][dc],1.0,1.0,1.0,4,66.64860880578236,99977,66748,0.35,0.0018051467158875208,993,993,False
[dc][dc][dc][dc][dc][D2][dc][dc][dc][dc][dc][dc][dc][D3 D0 nor][dc][dc][D6][dc][D10 D1 ~ |][dc],1.0,1.0,1.0,2,88.38355298799287,99964,67002,0.2,0.0011969138086563033,1576,1576,False
[dc][D0][dc][D1 ~][D13][dc][dc][D10 D9 | D16 D0 D8 | ~ ~ | |][D2 D0 D0 nor ~ nand][dc][D13][D9 D15 D7 ~ & ~ D3 | |][dc][dc][dc][dc][dc][dc][D3][dc],1.0,1.0,1.0,2,66.64860880578236,99977,69217,0.4,0.0009025733579437604,922,922,False
[dc][dc][D10][dc][dc][dc][dc][dc][D2 D0 D0 nor ~ nand][dc][D3 ~][dc][D1][dc][dc][dc][dc][dc][D2][dc],1.0,1.0,1.0,2,84.65338864562025,99964,69260,0.25,0.0011463989214515575,926,926,False
[D2][dc][dc][dc][dc][dc][dc][dc][D18 D8 D0 nor |][dc][D3 ~ D0 &][dc][dc][D0][dc][D14][D0][dc][D2][D2],1.0,1.0,1.0,1,72.90321063130577,99987,69599,0.4,0.0004936374277227984,967,967,False
[dc][dc][dc][dc][D3][dc][dc][dc][D0][dc][dc][dc][D19 D3 nand ~ ~][D0][dc][dc][dc][D2][dc][D1],0.0,1.0,1.0,2,49.972438467571614,99904,71616,0.3,0.0006767401810853838,915,915,False
[dc][dc][dc][D1][D3][dc][dc][dc][D0][dc][dc][D1][dc][D19 ~][dc][dc][dc][D2][dc][D1],0.0,1.0,1.0,5,49.972438467571614,99904,72677,0.35,0.0016918504527134593,881,881,False
[dc][dc][D3][dc][dc][dc][D0 D8 | D8 D18 nand |][D0 ~ D9 D4 nor |][D7 D1 | D15 ~ D16 D15 D5 nand nor nand &][dc][dc][dc][D1 ~][dc][dc][D2][D0 ~][dc][dc][D2],1.0,1.0,1.0,4,71.72326004948205,99942,73190,0.4,0.001942591295616607,806,806,False
[dc][dc][D1 ~ D15 D17 D9 | & ~ nand][dc][dc][dc][dc][dc][dc][dc][D3][D16 D11 D0 & D17 & nor D1 ~ ~ D17 nor nand][D19][dc][dc][D19][dc][dc][D19 D16 | D0 &][D2],1.0,1.0,1.0,1,79.2400057392055,99981,74432,0.35,0.0005365447182245803,1045,1045,False
