Code Fragments,phenotype,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
[dc][D0 D1 ~ &][dc][D4 ~][dc][dc],0.0,1.0,1.0,2,84.10467299026175,99997,47369,0.3333333333333333,0.004243138249325243,6191,6191,True
[dc][D0 ~ D1 nor][dc][D4 ~][dc][dc],0.0,1.0,1.0,5,84.10467299026175,99997,69248,0.3333333333333333,0.010607845623313109,3617,3617,True
[dc][dc][dc][dc][D0 D5 &][D0 D4 nand ~],1.0,1.0,1.0,2,74.29458902971253,99970,71716,0.3333333333333333,0.003748212806990806,3884,3884,True
[dc][D1 D5 &][dc][D0 D3 |][dc][D1 D0 D3 nor |],1.0,1.0,1.0,1,73.48322135350375,99994,73729,0.5,0.0018629930679314735,5666,5666,True
[dc][D0 ~ D1 nor][dc][D4 D0 & ~][dc][dc],0.0,1.0,1.0,5,84.10467299026175,99997,76252,0.3333333333333333,0.010607845623313109,2791,2791,True
[dc][D1 D5 &][dc][D0 D3 |][dc][dc],1.0,1.0,1.0,3,73.48322135350375,99994,76920,0.3333333333333333,0.005588979203794421,4977,4977,True
[dc][D0 ~ D1 nor][dc][D4 D2 | D4 nand][dc][dc],0.0,1.0,1.0,2,84.10467299026175,99997,78475,0.3333333333333333,0.004243138249325243,2532,2532,True
[dc][dc][D5 D1 ~ |][dc][dc][D0 D4 nand ~],1.0,1.0,1.0,3,75.3497737779406,99998,78958,0.3333333333333333,0.005702171398351495,4540,4540,True
[dc][D1 D5 &][dc][dc][dc][D1 D2 nand D0 |],1.0,1.0,1.0,1,74.97423520867032,99994,79441,0.3333333333333333,0.0018912507106748479,3627,3627,True
[dc][D2 D0 nor D4 ~ nor][dc][D2 D0 nor D1 nor][dc][dc],1.0,1.0,1.0,2,82.96038308289378,99998,82301,0.3333333333333333,0.004185408041220968,3470,3470,True
[D4 D5 nor D1 nor][D2 D0 nor D4 ~ nor][D4 D4 nor ~][dc][dc][dc],1.0,1.0,1.0,1,82.96038308289378,99998,83043,0.5,0.002092704020610484,3325,3325,True
[dc][D1 D5 &][dc][D0 D3 |][dc][D3 D1 D0 nor nand],1.0,1.0,1.0,3,73.48322135350375,99994,83395,0.5,0.005588979203794421,3582,3582,True
[D5 ~ D0 nand][dc][dc][D0 D3 |][dc][D1 D0 D3 nor |],1.0,1.0,1.0,3,67.68551735414955,99994,83777,0.5,0.005040545209509092,4453,4453,True
[dc][D3 D5 nand D0 D5 | nand][D1 D1 | D3 D3 & nand][D4 D0 & ~][D2 D0 nor][dc],0.0,1.0,1.0,2,77.2498603789393,99966,85251,0.6666666666666666,0.00389730826688863,1734,1734,True
[dc][D0 D1 ~ &][dc][D4 D2 | D4 nand][dc][dc],0.0,1.0,1.0,2,84.10467299026175,99997,85466,0.3333333333333333,0.004243138249325243,1709,1709,True
[D5 D3 | ~][D1 D0 nor D0 D5 & nor][D4 D5 | D0 nand][dc][dc][dc],0.0,1.0,1.0,2,91.12599520879249,99997,86682,0.5,0.004597368755277446,1567,1567,True
[dc][D5 D3 ~ nand][D4 D5 | D0 nand][D5 D4 nand][D2 D3 nand D3 ~ &][dc],0.0,1.0,1.0,3,88.90421115840294,99997,86722,0.6666666666666666,0.006727917346566219,2084,2084,True
