Code Fragments,phenotype,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
[D2 ~][dc][dc][D1][dc][dc][dc][dc][dc][D0 D9 &][dc],1.0,1.0,1.0,10,80.45673436314853,99963,15257,0.2727272727272727,0.008356522537150673,5430,5430,True
[dc][dc][D2][D0][dc][dc][dc][D8 D10 D1 & nor][D2][dc][dc],0.0,1.0,1.0,5,95.98996970152045,99988,16455,0.36363636363636365,0.0045626911003144996,7908,7908,True
[dc][dc][D1][D0][dc][dc][dc][dc][D2][D10 ~][dc],0.0,1.0,1.0,2,90.03958843720974,99926,42308,0.36363636363636365,0.0016319427658075336,3485,3485,True
[dc][dc][dc][D2 ~][D0 ~][D2 ~][dc][D2 D0 D4 nor ~ & D1 |][dc][dc][D1 ~ D5 |],1.0,1.0,1.0,3,99.81290175383141,99997,46301,0.45454545454545453,0.003110076874011187,3671,3671,True
[D1 ~ D8 nand][dc][D2][D0][dc][dc][dc][dc][D2][D10 ~][dc],0.0,1.0,1.0,7,94.26261477633626,99988,50791,0.45454545454545453,0.006191538700544394,4507,4507,True
[D2 ~][dc][D0][dc][dc][D1 D8 D9 D9 & D9 | | nand][dc][dc][dc][D4 D0 D3 | |][D7 D2 D7 & nor],0.0,1.0,1.0,1,83.33310597559245,99984,59513,0.45454545454545453,0.0008655272721269722,3294,3294,True
[D1 ~ D8 nand][D10 ~][D2][D0][dc][dc][dc][dc][D2][D10 ~][dc],0.0,1.0,1.0,4,94.26261477633626,99988,59517,0.5454545454545454,0.0035380221145967965,3708,3708,True
[dc][dc][dc][dc][dc][dc][D6 D1 & ~][dc][D2 ~ ~][D0 ~][D4 D1 ~ & ~],0.0,1.0,1.0,3,101.60235584440761,99996,68006,0.36363636363636365,0.00316583459356864,4181,4181,True
[D2 ~][dc][dc][dc][dc][D9 D0 nand][dc][dc][dc][D5 ~ D1 &][dc],0.0,1.0,1.0,7,96.05392663710802,99962,68357,0.2727272727272727,0.006983551673515617,3012,3012,True
[D2 ~][dc][dc][D1][dc][dc][D0 ~ D6 D3 nand nand][dc][dc][D0 D9 &][dc],1.0,1.0,1.0,2,80.45673436314853,99963,69580,0.36363636363636365,0.0016713045074301346,1951,1951,True
[D2 ~][dc][D0][dc][dc][D1 D8 D9 D9 & D9 | | nand][dc][D1 D1 nor D2 D3 nand & D7 & ~][dc][D9 D2 D2 nor & ~ D2 nand][D0],0.0,1.0,1.0,1,84.95123827153859,99984,69719,0.5454545454545454,0.0008823337695646294,2928,2928,True
[D2 ~][dc][dc][dc][dc][D9 D0 nand][D8 ~ D4 D2 nor & ~][dc][dc][D5 ~ D1 &][dc],0.0,1.0,1.0,3,96.57603756503397,99962,70478,0.36363636363636365,0.003009219206505218,2107,2107,True
[D2 ~][D6 D0 D0 | nand D5 D5 nand &][D0 D8 D2 ~ nand & D8 D10 nand nand][dc][dc][D9 D0 nand][dc][dc][dc][D5 ~ D1 &][dc],0.0,1.0,1.0,1,87.10132409600183,99962,70590,0.45454545454545453,0.0009046653255134934,2120,2120,True
[D2][dc][dc][D2 D4 nand D4 D1 | ~ &][dc][dc][dc][dc][D2 ~ ~][D0 ~][dc],0.0,1.0,1.0,2,93.44090702620555,99996,70685,0.36363636363636365,0.0019410209763968116,1919,1919,True
[D2 ~][dc][dc][dc][D0 D1 ~ nand][dc][dc][dc][dc][D0 D9 &][dc],1.0,1.0,1.0,3,80.45673436314853,99963,70992,0.2727272727272727,0.002506956761145202,1856,1856,True
[D2 ~][dc][dc][D2 ~][D0 ~][dc][dc][D2 D0 D4 nor ~ & D1 |][D1][dc][D1 ~ D5 |],1.0,1.0,1.0,6,99.81290175383141,99997,71332,0.5454545454545454,0.006220153748022374,1956,1956,True
[D2 ~][dc][D0][dc][dc][D1 D8 D9 D9 & D9 | | nand][dc][dc][dc][dc][D7 D2 D7 & nor],0.0,1.0,1.0,4,83.33310597559245,99984,71634,0.36363636363636365,0.0034621090885078886,2304,2304,True
[dc][dc][dc][D0][dc][dc][dc][D8 D10 D1 & nor][D2 ~ ~][dc][dc],0.0,1.0,1.0,3,95.98996970152045,99988,72142,0.2727272727272727,0.0027376146601886995,2639,2639,True
[D2 ~][dc][dc][D1][dc][D0 D2 nor D8 ~ | D9 nand D10 D2 & ~ |][dc][dc][dc][D0 D9 &][dc],1.0,1.0,1.0,3,80.45673436314853,99963,72248,0.36363636363636365,0.002506956761145202,1778,1778,True
[dc][dc][dc][dc][dc][D2 D7 nor ~][D1 D0 D8 D0 & nand D2 & nor][dc][dc][D0 ~ ~][dc],1.0,1.0,1.0,7,111.00460973873882,99979,73633,0.2727272727272727,0.008070533451876978,3301,3301,True
[dc][dc][D1 D0 | ~ D6 |][dc][D0 ~][dc][D5 D2 nor D6 nand][D2 D0 D4 nor ~ & D1 |][dc][dc][dc],1.0,1.0,1.0,7,93.70385620997756,99974,74182,0.36363636363636365,0.006812691003485224,4031,4031,True
[D2 ~][dc][D3 ~ D10 & D10 & ~][D5 D5 D10 | nand D3 ~ |][dc][D9 D0 nand][D10 D10 nor ~ D2 & D9 ~ D4 D0 | D2 & nand |][dc][dc][D5 ~ D1 &][dc],0.0,1.0,1.0,1,103.8163681597994,99935,74653,0.5454545454545454,0.001078273717072284,1774,1774,True
[D2 ~][dc][dc][D1][dc][D5 D7 & ~ D7 |][dc][dc][dc][D0 D9 &][dc],1.0,1.0,1.0,5,80.45673436314853,99963,75596,0.36363636363636365,0.004178261268575336,1566,1566,True
[dc][dc][dc][D3 D2 nor D3 ~ &][D0 D2 ~ nand][D1 D3 D3 & nor][dc][D3 D0 | ~][dc][dc][dc],0.0,1.0,1.0,1,89.12350033439658,99976,75929,0.36363636363636365,0.0009256683670164756,1379,1379,True
[dc][dc][dc][dc][dc][D2 D7 nor ~][D1 D0 D8 D0 & nand D2 & nor][D0][dc][D0][dc],1.0,1.0,1.0,5,111.00460973873882,99979,76164,0.36363636363636365,0.0057646667513407,2977,2977,True
[dc][dc][D1 D0 | ~ D6 |][dc][D0 ~][dc][D5 D2 nor D6 nand][D2 D0 D4 nor ~ & D1 |][dc][dc][D1 ~ D5 |],1.0,1.0,1.0,2,98.10956540189788,99974,76862,0.45454545454545453,0.002038001668550282,2862,2862,True
[D2 ~][dc][D0][dc][dc][D1 D8 D9 D9 & D9 | | nand][dc][D1 D1 nor D2 D3 nand & D7 & ~][dc][dc][D0],0.0,1.0,1.0,1,84.95123827153859,99984,79031,0.45454545454545453,0.0008823337695646294,2026,2026,True
[D2 ~][dc][dc][D2 ~][D0 ~][D2 ~][dc][D2 D0 D4 nor ~ & D1 |][dc][dc][D8 ~ D0 nand D5 &],1.0,1.0,1.0,2,99.81290175383141,99997,79061,0.5454545454545454,0.002073384582674125,1431,1431,True
[dc][dc][dc][D2 ~][D0 ~][D2 ~][dc][dc][D1][dc][D8 ~ D0 nand D5 &],1.0,1.0,1.0,1,99.81290175383141,99997,79765,0.45454545454545453,0.0010366922913370624,1379,1379,True
[dc][D10 ~][D2][D0][dc][dc][dc][dc][D2][dc][dc],0.0,0.739374498797113,0.739374498797113,1,103.93258592012319,99988,79862,0.36363636363636365,0.0010414364020331186,1844,2494,True
[D2 ~][dc][dc][D2 ~][D0 ~][dc][D5 D2 nor D6 nand][D2 D0 D4 nor ~ & D1 |][D3][dc][D1 ~ D5 |],1.0,1.0,1.0,1,102.9833750153401,99997,81216,0.6363636363636364,0.0010696219540594484,644,644,True
[D4 D5 nor ~][dc][D1 D0 | ~ D6 |][dc][dc][D0 ~][D5 D2 nor D6 nand][D2 D0 D4 nor ~ & D1 |][dc][dc][dc],1.0,1.0,1.0,1,96.5307049592442,99974,81756,0.45454545454545453,0.0010026022282709501,2548,2548,True
[dc][D2 D2 nand ~][D1 D0 | ~ D6 |][dc][D0 ~][dc][D5 D2 nor D6 nand][D2 D0 D4 nor ~ & D1 |][dc][dc][dc],1.0,1.0,1.0,2,91.88254376145093,99974,82161,0.45454545454545453,0.0019086495463454464,2177,2177,True
[dc][dc][dc][D2 D4 nand D4 D1 | ~ &][dc][dc][dc][dc][D2 ~ ~][D0 ~][dc],0.0,1.0,1.0,6,93.44090702620555,99996,82648,0.2727272727272727,0.005823062929190435,1140,1140,True
[dc][dc][D1 D0 | ~ D6 |][dc][D0 ~][D0 ~][D5 D2 nor D6 nand][D2 D0 D4 nor ~ & D1 |][dc][dc][dc],1.0,1.0,1.0,8,93.70385620997756,99974,82882,0.45454545454545453,0.007785932575411684,2680,2680,True
[dc][dc][D0][D0][dc][D1 D8 D9 D9 & D9 | | nand][dc][dc][D7 ~ D2 D0 | nand ~][D9 D2 D2 nor & ~ D2 nand][D0],0.0,1.0,1.0,3,83.33310597559245,99984,83100,0.5454545454545454,0.0025965818163809166,1373,1373,True
[dc][D4 D6 & D9 ~ D9 | D2 ~ D4 | | |][dc][dc][dc][D2 D7 nor ~][D1 D0 D8 D0 & nand D2 & nor][D7][dc][D0 ~ ~][dc],1.0,1.0,1.0,1,115.42605515706705,99959,83405,0.45454545454545453,0.001198856054660135,1575,1575,True
[dc][dc][D0][dc][dc][D1 D8 D9 D9 & D9 | | nand][dc][D1 D1 nor D2 D3 nand & D7 & ~][dc][D9 D2 D2 nor & ~ D2 nand][D0],0.0,1.0,1.0,6,84.95123827153859,99984,84120,0.45454545454545453,0.005294002617387776,1536,1536,True
[D2][dc][D2][D2 D4 nand D4 D1 | ~ &][dc][dc][dc][dc][D2 ~ ~][D0 ~][D4 D1 ~ & ~],0.0,1.0,1.0,2,93.44090702620555,99996,84186,0.5454545454545454,0.0019410209763968116,1040,1040,True
[dc][dc][D4 D2 D6 | |][D0][dc][dc][dc][D8 D10 D1 & nor][D2 ~ ~][D8 ~][dc],0.0,1.0,1.0,2,95.98996970152045,99988,84257,0.45454545454545453,0.0018250764401257999,1488,1488,True
[D2 ~][dc][D0][D0][dc][D9 D0 nand][dc][dc][dc][dc][D0],0.0,0.7755319148936171,0.7755319148936171,2,97.46014434644214,99957,84774,0.45454545454545453,0.0020245114325147967,1458,1880,True
[dc][dc][D0 D1 nor][dc][dc][dc][D1 D0 D8 D0 & nand D2 & nor][dc][D7 D7 ~ nand][D3 ~ D9 D5 nand nand D3 nand ~][dc],1.0,1.0,1.0,1,76.52745467794325,99975,84975,0.36363636363636365,0.0007948413576426738,926,926,True
[D2 ~][dc][D0][D0][dc][D9 D0 nand][dc][D1 D1 nor D2 D3 nand & D7 & ~][dc][dc][D0],0.0,1.0,1.0,8,101.32527549869593,99957,85130,0.5454545454545454,0.008419202742841409,1416,1416,True
[dc][dc][D1 ~][D3 D2 nor D3 ~ &][D0 D2 ~ nand][dc][dc][D3 D0 | ~][D0 D9 nand D2 |][dc][dc],0.0,1.0,1.0,3,89.12350033439658,99976,85164,0.45454545454545453,0.002777005101049427,854,854,True
