Code Fragments,phenotype,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
[dc][D2 D7 ~ |][dc][dc][D0][dc][dc][dc][D0][dc][D1 D0 & D8 nor],0.0,1.0,1.0,5,89.14390955977048,99993,22637,0.36363636363636365,0.005304304569955104,7416,7416,True
[dc][D0 D3 D0 & D2 ~ nor nor][dc][dc][dc][dc][dc][dc][dc][dc][D1 D5 nand ~],1.0,1.0,1.0,3,87.18748173935585,99977,63203,0.18181818181818182,0.0031127350827452297,2514,2514,True
[dc][dc][dc][dc][dc][dc][dc][dc][D0 D8 nand D2 nand][D7 D0 nand D1 ~ nand][D1 ~],1.0,1.0,1.0,4,82.04156637188608,99996,64326,0.2727272727272727,0.0035964372474227113,3396,3396,True
[dc][dc][D4 D4 | D0 | D2 &][dc][dc][dc][D7 D8 D0 & ~ nor D0 ~ ~ D9 D10 D7 | nor nor |][dc][dc][dc][D1 ~],1.0,1.0,1.0,2,88.05404276856663,99974,66012,0.2727272727272727,0.002179407184090722,2798,2798,True
[dc][D0 D3 D0 & D2 ~ nor nor][dc][dc][dc][D3][dc][dc][D1 ~][dc][dc],1.0,1.0,1.0,6,78.44958034615345,99921,66036,0.2727272727272727,0.0056015555467038005,2087,2087,True
[dc][dc][dc][dc][D2 D4 & D0 nor][dc][D1 ~][D2][D1 D2 | D10 |][dc][dc],0.0,1.0,1.0,1,85.99980316371227,99959,70270,0.36363636363636365,0.0010234443411541417,1942,1942,True
[dc][D2 D7 ~ |][dc][dc][D0][dc][dc][dc][dc][dc][D1 D0 & D8 nor],0.0,1.0,1.0,7,89.14390955977048,99993,71465,0.2727272727272727,0.007426026397937146,2735,2735,True
[dc][dc][dc][dc][dc][dc][dc][D2][D3 D8 | D1 ~ nand][D10 D0 ~ nor][dc],0.0,1.0,1.0,2,89.61907890921897,99967,73118,0.2727272727272727,0.0021330313743738445,1998,1998,True
[dc][dc][dc][dc][D2 D4 & D0 nor][dc][D4 D1 D6 nand |][D2][dc][dc][D4 D9 D4 nand nand],0.0,1.0,1.0,4,92.8853774275767,99959,75422,0.36363636363636365,0.004289275608443688,2416,2416,True
[dc][D2][dc][D6][dc][D4 ~ D8 D1 nand nand D0 D6 & ~ &][D2][dc][dc][dc][dc],1.0,1.0,1.0,3,72.55547825002762,99974,75505,0.36363636363636365,0.002590348729986017,1941,1941,True
[dc][dc][dc][dc][D2 D4 & D0 nor][dc][dc][D1 ~ D1 D3 nor &][dc][dc][D3 ~],0.0,1.0,1.0,2,82.2816307863873,99979,75622,0.2727272727272727,0.0019583921430367944,2206,2206,True
[dc][dc][dc][dc][D2 D4 & D0 nor][dc][dc][D1 ~ D1 D3 nor &][D3 ~][dc][D3 ~],0.0,1.0,1.0,7,82.2816307863873,99979,75689,0.36363636363636365,0.0068543725006287816,2200,2200,True
[dc][D2][D6][D6][dc][dc][dc][dc][dc][dc][D0 D4 D1 ~ ~ nor nor],1.0,1.0,1.0,5,67.54384760212517,99974,78150,0.36363636363636365,0.004019042257374673,2048,2048,True
[dc][dc][D1 D10 & D8 D8 | D2 D0 nor | ~ nand][dc][dc][D10][dc][dc][D0 D8 nand D2 nand][D7 D0 nand D1 ~ nand][D1 ~],1.0,1.0,1.0,2,75.08580988310044,99996,78214,0.45454545454545453,0.0017871237932846852,976,976,True
[dc][D2 D7 ~ |][dc][dc][D0][dc][D0 ~ D3 ~ nand][dc][D0][dc][D1 D0 & D8 nor],0.0,1.0,1.0,3,89.14390955977048,99993,78821,0.45454545454545453,0.0031825827419730626,2032,2032,True
[D9 ~ D4 |][dc][D4 D4 | D0 | D2 &][dc][dc][D8 D0 D5 nor |][dc][dc][dc][dc][D1 ~],1.0,1.0,1.0,2,96.87636340342549,99996,78927,0.36363636363636365,0.002239573967432235,1981,1981,True
[dc][dc][D4 D4 | D0 | D2 &][dc][D0 D7 nand][D8 D0 D5 nor |][dc][dc][dc][dc][D1 ~],1.0,1.0,1.0,4,89.15762662918145,99974,79464,0.36363636363636365,0.004424480603195098,1553,1553,True
[dc][dc][dc][dc][D0][dc][D2 D9 nor][D1][dc][dc][dc],0.0,1.0,1.0,3,77.86457860023503,99988,80013,0.2727272727272727,0.0027798922583483687,1275,1275,True
[dc][dc][dc][D2 D1 ~ & D10 D2 & ~ nor][D0 D10 D7 nor D8 nand &][dc][dc][dc][dc][dc][dc],1.0,1.0,1.0,2,71.17899343334642,99976,80095,0.18181818181818182,0.0016941373202850399,1107,1107,True
[dc][D1 D6 D7 | |][dc][dc][D0][dc][D2 D9 nor][D1][dc][dc][dc],0.0,1.0,1.0,1,77.86457860023503,99988,80384,0.36363636363636365,0.0009266307527827896,1246,1246,True
[dc][dc][dc][D7 ~ D1 nand][D2 D4 & D0 nor][dc][dc][D1 ~ D1 D3 nor &][D3 ~][dc][D3 ~],0.0,1.0,1.0,1,82.2816307863873,99979,80510,0.45454545454545453,0.0009791960715183972,1763,1763,True
[dc][dc][D9][dc][dc][D0][D2 D2 nor D2 D9 nand D5 D6 nand | nand D6 D2 D4 nand D4 D1 | | nor nor][dc][D2 D9 |][D1][dc],1.0,1.0,1.0,1,77.99527994273117,99962,80599,0.45454545454545453,0.0009281861697074572,1246,1246,True
[dc][D2][D6][dc][dc][dc][dc][dc][dc][D1][D1 D10 D0 ~ nor nand],1.0,1.0,1.0,5,70.12727329716952,99976,81000,0.36363636363636365,0.004172763098069631,1706,1706,True
[dc][dc][D4 D4 | D0 | D2 &][dc][dc][D8 D0 D5 nor |][dc][dc][dc][D10 D7 nor D2 D9 nand D8 & nand][D1 ~],1.0,1.0,1.0,1,92.21382540103114,99996,82476,0.36363636363636365,0.0011181643201242256,1688,1688,True
[dc][D0 D3 D0 & D2 ~ nor nor][D7 D0 D10 | nor ~ D9 D1 D4 nor nor D7 D5 nor D6 D6 nor | | |][dc][D2 D8 & D1 | D7 nand][D3][D0 ~ D4 D3 & ~ |][dc][D1 D1 & D5 D0 nand nand][D3][dc],1.0,1.0,1.0,2,78.53743102720594,99921,82768,0.6363636363636364,0.0018692761238200955,995,995,True
[dc][dc][D4 D4 | D0 | D2 &][dc][dc][D8 D0 D5 nor |][dc][dc][dc][D0 ~ D1 nand D4 D4 & D1 D1 | nand & D2 |][D1 ~],1.0,1.0,1.0,2,92.00791058713595,99996,82772,0.36363636363636365,0.002228670833802674,1862,1862,True
[D0 D0 D0 nand D8 ~ nor nor][dc][dc][dc][dc][dc][dc][D2 D1 nand D5 D5 D6 D7 nor | & nand][dc][D2 D0 | D6 nand][D1],0.0,1.0,1.0,7,84.6059622434778,99981,83935,0.36363636363636365,0.006644098883280274,2072,2072,True
[dc][dc][D4 D4 | D0 | D2 &][dc][dc][D8 D0 D5 nor |][dc][dc][dc][dc][D1 ~],1.0,1.0,1.0,7,92.00791058713595,99996,84213,0.2727272727272727,0.007800347918309358,1710,1710,True
[dc][D2][dc][D2 D1 ~ & D10 D2 & ~ nor][dc][D5 D6 & D10 nand][D0][dc][dc][dc][dc],1.0,1.0,1.0,1,70.46128611292947,99976,84488,0.36363636363636365,0.0008385275534345506,659,659,True
