Code Fragments,phenotype,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
[dc][D1 D3 nor D3 |][dc][dc][dc][D0 ~ D2 D1 | &],1.0,1.0,1.0,6,89.13583846606673,99977,39665,0.3333333333333333,0.011875405095237311,15379,15379,True
[dc][dc][dc][dc][D0 D3 nand D0 ~ nand][D4 D1 nor],0.0,1.0,1.0,3,79.82494166270459,99984,69874,0.3333333333333333,0.005262186825949546,3542,3542,True
[dc][D1 D3 nor D3 |][dc][D1 D2 ~ nor][D0 D2 nand D4 |][dc],1.0,1.0,1.0,1,88.24422348468315,99968,75941,0.5,0.0019538556886902264,4246,4246,True
[D0 D4 D4 | &][dc][dc][D1 ~ D5 |][dc][dc],1.0,1.0,1.0,8,67.9841296969304,99992,77777,0.3333333333333333,0.014124770182050899,4793,4793,True
[dc][D0 D3 | D0 D4 & |][dc][dc][dc][D0 ~ D2 D1 | &],1.0,1.0,1.0,1,89.64132989857475,99977,78757,0.3333333333333333,0.0019936222440668314,4584,4584,True
[D2 ~ ~][D1 D3 nor D3 |][dc][dc][dc][D0 ~ D2 D1 | &],1.0,1.0,1.0,3,91.21258662538278,99977,80303,0.5,0.006115037186969425,3475,3475,True
[D0 D4 D4 | &][dc][dc][D1 ~ D5 |][D0 D1 & D2 |][dc],1.0,1.0,1.0,2,95.12028826920857,99962,81472,0.5,0.0043319319682855375,2542,2542,True
[D1 D2 nor][dc][dc][dc][dc][D2 D4 D0 & nor],0.0,1.0,1.0,9,90.8893042036593,99988,82602,0.3333333333333333,0.019126189974179347,2729,2729,True
[D0 D3 nor][dc][D4 D1 |][D0 D1 |][D3 D3 nand D1 |][dc],0.0,1.0,1.0,3,83.8681046514834,99978,83838,0.6666666666666666,0.005729233956341239,1901,1901,True
[D0 D4 D4 | &][dc][dc][D1 ~ D5 |][dc][D4 D1 D0 nor |],1.0,1.0,1.0,2,67.9841296969304,99992,84356,0.5,0.0035311925455127247,3374,3374,True
[dc][D1 D3 nor D3 |][D0 D2 nor D2 nand][dc][dc][D0 ~ D2 D1 | &],1.0,1.0,1.0,2,89.13583846606673,99977,84928,0.5,0.003958468365079103,3844,3844,True
[D0 D4 D4 | &][dc][dc][D1 D2 ~ nor][D0 D2 nand D4 |][dc],1.0,1.0,1.0,1,83.85282428687015,99962,86396,0.5,0.0019093967058387733,800,800,True
[D0 D4 D4 | &][dc][dc][D1 ~ D5 |][dc][D4 D1 |],1.0,1.0,1.0,2,67.9841296969304,99992,86549,0.5,0.0035311925455127247,2901,2901,True
