Code Fragments,phenotype,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
[D2][D18][dc][dc][D0][D3 ~][D1][dc][dc][dc][dc][dc][dc][dc][D2][dc][D18][D1][dc][dc],1.0,1.0,1.0,6,53.18370727454926,99992,33405,0.4,0.0025376993286942424,2009,2009,False
[dc][D4 D4 nor][D8 D14 | D0 nand D0 ~ D12 D7 nor ~ & D14 D0 & D8 & nand | D0 D12 nand &][dc][dc][D5 D3 nand][dc][dc][dc][dc][dc][dc][D13 D0 & ~ ~ D1 nor][dc][dc][dc][dc][dc][D2 ~][D2 ~],0.0,1.0,1.0,3,56.0043180132215,99994,43997,0.3,0.001336143412233907,3246,3246,False
[D2][D18][dc][dc][D0][D3 ~][D1][D1 D6 D9 & nand D9 nor D5 D14 D5 nand D7 nor nor nand][dc][dc][dc][dc][dc][dc][dc][dc][dc][dc][dc][dc],1.0,1.0,1.0,2,53.18370727454926,99992,45458,0.3,0.000845899776231414,1651,1651,False
[dc][dc][dc][dc][D0][D3 ~][dc][D16][D2 ~][dc][D3 ~][dc][dc][D1][dc][dc][dc][dc][dc][D2 ~],1.0,1.0,1.0,5,62.40914801483383,99967,46632,0.35,0.002481581627434064,1665,1665,False
[D2][D18][dc][dc][D0][D3 ~][D1][dc][dc][dc][dc][dc][dc][dc][D2][dc][D18][dc][dc][dc],1.0,1.0,1.0,6,53.18370727454926,99992,47233,0.35,0.0025376993286942424,1591,1591,False
[dc][D3 ~][dc][dc][D0][D12][dc][dc][dc][dc][D3 ~][dc][D2 ~][dc][D1 ~ D19 D7 nor |][dc][dc][dc][D1 ~ D3 D7 | |][dc],1.0,1.0,1.0,4,62.74503986922643,99990,53306,0.35,0.0019959501849322564,1477,1477,False
[dc][D2][dc][dc][dc][D0 ~][dc][D11][dc][dc][dc][D1][dc][dc][dc][dc][D3][D1][dc][dc],1.0,1.0,1.0,3,52.74880187640464,99946,54940,0.3,0.001258473750430292,1387,1387,False
[D2][dc][dc][dc][dc][dc][dc][D14][dc][dc][dc][D0 D9 D0 nor D19 D14 nor nor nand D1 D3 | ~ |][dc][dc][D0][dc][dc][dc][dc][dc],1.0,1.0,1.0,3,63.35796715731191,99952,56342,0.2,0.0015115857746859649,1392,1392,False
[dc][dc][D8 D14 | D0 nand D0 ~ D12 D7 nor ~ & D14 D0 & D8 & nand | D0 D12 nand &][D4 ~][dc][D5 D3 nand][dc][dc][dc][dc][dc][dc][D13 D0 & ~ ~ D1 nor][dc][dc][dc][dc][dc][D2 ~][D2 ~],0.0,1.0,1.0,6,56.0043180132215,99994,59180,0.3,0.002672286824467814,2383,2383,False
[D2][D18][dc][dc][D0][D3 ~][D1][dc][dc][dc][dc][dc][dc][dc][dc][dc][dc][dc][dc][dc],1.0,1.0,1.0,8,53.18370727454926,99992,60200,0.25,0.003383599104925656,1208,1208,False
