Code Fragments,phenotype,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
[dc][dc][dc][dc][D6][D0 ~][dc][D2 D13 D0 nand ~ |][dc][dc][D1 ~][dc][dc][dc][dc][dc][D3 ~ ~ D2 nand D7 |][dc][dc][dc],1.0,1.0,1.0,4,60.94512218706721,99984,54713,0.25,0.0019145213440113552,2101,2101,False
[dc][dc][dc][D3 ~][D1 D1 D11 | nand D13 D18 D4 & nand & D8 ~ |][dc][dc][dc][D2 D17 nor D9 & D3 D19 | D19 D7 & | nand D3 D3 | D2 | nand][D4 ~][dc][dc][dc][D0 ~][D12 D3 & D0 D19 nand nand D2 D18 & D0 D11 & | |][dc][dc][dc][dc][dc],0.0,1.0,1.0,3,63.34639395032487,99990,65394,0.3,0.0014924659135778762,1661,1661,False
[D18][dc][D2][dc][dc][dc][D0][D0 D3 nand][dc][dc][dc][dc][dc][D1][dc][dc][dc][dc][dc][dc],1.0,1.0,1.0,2,62.49927556491845,99999,65404,0.25,0.0009816716478720524,1061,1061,False
[dc][D16 D4 | D15 ~ D15 & D3 nor &][dc][dc][dc][D0 ~][dc][D1 D16 D8 nand nand][dc][dc][dc][dc][dc][D10 D2 nand D12 |][dc][dc][D4][dc][dc][D4 D2 nand],1.0,1.0,1.0,1,62.90560009450555,99971,67946,0.3,0.0004940268790876678,1255,1255,False
[D1][D5 D18 & D0 nand][D18 D2 & ~][D3 ~][D1 D1 D11 | nand D13 D18 D4 & nand & D8 ~ |][dc][dc][dc][dc][D2 ~][dc][dc][dc][D0 ~][dc][dc][dc][dc][dc][dc],0.0,1.0,1.0,2,61.87830457795309,99980,70531,0.35,0.0009719181010261881,947,947,False
[dc][dc][dc][D3 ~][D14 D0 nand][dc][D2][dc][D6 ~][D14 D13 D2 & | D15 D0 nor D16 & & D4 ~ D15 D1 & & nand][dc][dc][dc][D1 ~][dc][dc][dc][dc][dc][dc],0.0,1.0,1.0,4,66.1559196946238,99974,72544,0.3,0.002078212590981326,1281,1281,False
[dc][dc][dc][D3 ~][D14 D0 nand][dc][D2][dc][D6 ~][dc][D2][dc][dc][D1 ~][dc][dc][dc][dc][dc][dc],0.0,1.0,1.0,11,66.1559196946238,99974,73085,0.3,0.005715084625198647,1255,1255,False
[D9][D3 ~ ~][dc][dc][dc][D0 ~][D1][dc][D1][dc][D0 ~][D3][dc][dc][D3][dc][dc][dc][D13 ~ D19 nand D10 D4 D8 nand nor nand D17 D9 nor D15 D9 & D15 nor & & D15 D11 D0 nand nor ~ & D2 ~ |][dc],1.0,1.0,1.0,3,66.31038361976395,99998,73956,0.45,0.0015622986739604757,856,856,False
[dc][dc][dc][dc][D6][D0 ~][dc][D2 D13 D0 nand ~ |][dc][D5 D11 | D5 D17 nand | D7 D0 D12 nand D19 D0 nor | D18 D10 D10 nor nor | D19 D8 nand nor nand &][D1 ~][dc][dc][dc][dc][dc][D3 ~ ~ D2 nand D7 |][dc][dc][dc],1.0,1.0,1.0,1,60.94512218706721,99984,73968,0.3,0.0004786303360028388,1194,1194,False
[D2 D7 & ~][dc][dc][dc][D11 D1 nand][dc][dc][dc][dc][dc][dc][D2][D3][D0 ~][dc][dc][dc][dc][dc][dc],0.0,1.0,1.0,9,65.24172796909154,99912,74016,0.25,0.004611362181712166,1247,1247,False
[D9][D3 ~ ~][dc][D12 D7 D17 | |][dc][D0 ~][D1][dc][D1][dc][D0 ~][dc][dc][dc][dc][dc][dc][dc][D13 ~ D19 nand D10 D4 D8 nand nor nand D17 D9 nor D15 D9 & D15 nor & & D15 D11 D0 nand nor ~ & D2 ~ |][dc],1.0,1.0,1.0,1,66.44828333291585,99998,74759,0.4,0.0005218492151155997,724,724,False
[dc][dc][dc][dc][D2][D0][dc][dc][dc][dc][D2][dc][D3][dc][D19 ~][D1][dc][dc][dc][D0],0.0,1.0,1.0,6,63.731505440759385,99986,76667,0.35,0.0030030785830027044,717,717,False
[D0 ~ D10 D12 nand nand][dc][dc][D3 ~ D4 D17 nor D0 | D1 D6 D6 & & | &][dc][dc][dc][dc][dc][D0][D0 D18 nor D5 D4 D11 & D6 D0 & | D5 D8 | D6 ~ | | nor nand][dc][D1 D3 | D14 D0 nand D1 D2 nand & nand][D2 D14 nand][D12 D6 D15 nand D17 | D16 D3 D13 nand | | nand][dc][D3 D1 | ~][D2 D14 D11 | & D12 ~ nand][dc][dc],0.0,1.0,1.0,1,61.50463316907138,99972,76826,0.45,0.0004830244354763281,868,868,False
[dc][dc][dc][dc][dc][D1 ~][D2 ~][D2 D13 D0 nand ~ |][dc][dc][dc][D3][D0 ~ D2 ~ & D13 |][dc][dc][dc][D3 ~ ~ D2 nand D7 |][dc][dc][dc],1.0,1.0,1.0,3,55.452537021875514,99911,77190,0.3,0.0013064835449270275,728,728,False
[D5 D7 & ~][dc][dc][dc][D11 D1 nand][dc][dc][dc][dc][dc][dc][D2][D3][D0 ~][dc][dc][dc][dc][dc][D1 D5 |],0.0,1.0,1.0,2,56.0860796725027,99912,77349,0.3,0.0008809400390185273,908,908,False
[D18][dc][D2][D3 ~][dc][dc][D0][D0 D3 nand][dc][dc][dc][dc][dc][D1][dc][dc][dc][dc][dc][dc],1.0,1.0,1.0,3,62.49927556491845,99999,78226,0.3,0.0014725074718080788,670,670,False
[dc][D8 D0 D15 D1 nor D3 D19 nand nand nand &][dc][dc][D2 ~][dc][D1][dc][dc][dc][dc][dc][dc][dc][dc][dc][dc][dc][dc][D3 ~],1.0,1.0,1.0,6,60.5048351447026,99951,78652,0.2,0.0028510353448352598,668,668,False
