Code Fragments,phenotype,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
[dc][D2][dc][dc][dc][dc][D0 D4 D1 | |][D1 D2 D9 nor D9 D6 nand & nor][D8 D0 ~ |][dc][dc],1.0,1.0,1.0,3,88.75311597794776,99989,12899,0.36363636363636365,0.002993072804603582,10695,10695,True
[dc][dc][D8 D0 nand D1 D4 nor &][D2][dc][dc][dc][dc][D2][dc][dc],0.0,1.0,1.0,6,78.05386776278064,99976,31772,0.2727272727272727,0.005098834521612929,6661,6661,True
[dc][dc][dc][dc][D0 D8 D1 ~ & nand][dc][dc][D0][D2][D1 D10 & ~][dc],0.0,1.0,1.0,1,103.78859173439989,99981,31876,0.36363636363636365,0.001126761141522035,8521,8521,True
[dc][dc][dc][D2][D0 D8 D1 ~ & nand][D2][dc][D0][D2][D1 D10 & ~][dc],0.0,1.0,1.0,9,103.78859173439989,99981,38086,0.5454545454545454,0.010140850273698314,7751,7751,True
[dc][dc][dc][D2][D0 D8 D1 ~ & nand][dc][dc][D0][D2][D1 D10 & ~][dc],0.0,1.0,1.0,7,103.78859173439989,99981,38558,0.45454545454545453,0.007887327990654244,7685,7685,True
[dc][dc][D8 D0 nand D1 D4 nor &][dc][dc][dc][dc][dc][D2][dc][dc],0.0,1.0,1.0,6,78.05386776278064,99976,41663,0.18181818181818182,0.005098834521612929,5692,5692,True
[D6 D1 &][dc][dc][D2][dc][dc][D0 ~][dc][dc][dc][dc],1.0,1.0,1.0,2,97.92994823510807,99967,47323,0.2727272727272727,0.0021786665629690335,3248,3248,True
[dc][dc][dc][dc][dc][D2 D2 | D1 nor][D7 D0 &][dc][dc][dc][D1 D2 nor ~ D2 D7 ~ & nor],1.0,1.0,1.0,2,75.43455408971467,99950,63834,0.2727272727272727,0.001678207163892094,2271,2271,True
[D3 D3 & D1 nand D3 D2 | nand D0 D2 & D7 D2 & nor D5 nand nand][dc][dc][D9 D9 D3 nor nand][dc][dc][D0 D2 | ~][dc][dc][dc][D1 D3 nor ~],1.0,1.0,1.0,4,91.90969702529169,99963,63948,0.36363636363636365,0.004089465731992102,4686,4686,True
[D3 D3 & D1 nand D3 D2 | nand D0 D2 & D7 D2 & nor D5 nand nand][dc][dc][dc][dc][dc][D0 D2 | ~][dc][dc][dc][D1 D3 nor ~],1.0,1.0,1.0,6,91.90969702529169,99963,65213,0.2727272727272727,0.006134198597988153,4530,4530,True
[D0 D0 nand D6 nor D0 D10 & nand][dc][dc][dc][dc][D2 D1 nand D1 ~ nor][dc][dc][D6 ~][dc][dc],0.0,1.0,1.0,4,108.5108031239478,99988,65417,0.2727272727272727,0.004828121790067644,3297,3297,True
[dc][dc][D0 ~][dc][dc][D2 D1 nand D1 ~ nor][dc][dc][D6 ~][dc][dc],0.0,1.0,1.0,4,96.93767854846705,99988,68143,0.2727272727272727,0.004313182693374935,2082,2082,True
[D0 D0 nand D6 nor D0 D10 & nand][dc][dc][D6 ~][dc][D2 D1 nand D1 ~ nor][dc][dc][D6 ~][dc][dc],0.0,1.0,1.0,5,108.5108031239478,99988,70289,0.36363636363636365,0.006035152237584554,2834,2834,True
[D3 D3 | D3 nand][dc][D0 D1 nor D3 ~ nor D3 D1 & ~ | D2 nand][dc][D0 D5 D1 & nor][dc][dc][dc][dc][dc][dc],0.0,1.0,1.0,3,86.09987356322385,99983,72594,0.2727272727272727,0.0028732208939452153,2492,2492,True
[D6 D1 &][dc][dc][D2][D1][dc][D0 ~][dc][D1][dc][dc],1.0,1.0,1.0,5,97.92994823510807,99967,74365,0.45454545454545453,0.005446666407422584,1573,1573,True
[D0][D10 D2 nand ~ D1 ~ |][dc][dc][dc][dc][dc][dc][D1][dc][D0],1.0,1.0,1.0,9,97.46333736431491,99991,76218,0.36363636363636365,0.009757286011685603,1325,1325,True
[dc][dc][dc][dc][D1][D0][dc][D9 ~][D0 D0 D6 | | D10 D2 D0 nand nor D2 nor &][dc][dc],0.0,1.0,1.0,3,84.29005078930348,99956,76625,0.36363636363636365,0.002812825676238566,1490,1490,True
[dc][dc][D7 ~][dc][D3 D6 D7 D4 nand nor D0 nor nand][dc][dc][dc][D7 ~][dc][D1 D1 D2 | nor],0.0,1.0,1.0,1,88.12101926986855,99994,76641,0.36363636363636365,0.0009944637470515928,2133,2133,True
[D3 D3 | D3 nand][dc][dc][dc][D0 D5 D1 & nor][dc][dc][dc][dc][dc][D1 D1 D2 | nor],0.0,1.0,1.0,3,83.31981795802103,99983,77171,0.2727272727272727,0.002780448239112769,1307,1307,True
[D6 D1 &][dc][dc][D2][dc][D0 D6 & ~][D0 ~][dc][dc][dc][dc],1.0,1.0,1.0,4,97.92994823510807,99967,77269,0.36363636363636365,0.004357333125938067,1398,1398,True
[dc][dc][D8 D0 nand D1 D4 nor &][D2][dc][dc][dc][dc][D2][D1 D10 & ~][dc],0.0,1.0,1.0,3,78.05386776278064,99976,77287,0.36363636363636365,0.0025494172608064645,2218,2218,True
[dc][D2][dc][D7 D10 nor D8 nor D7 D2 ~ D3 & nand |][dc][dc][D0 D4 D1 | |][D1 D2 D9 nor D9 D6 nand & nor][D8 D0 ~ |][dc][dc],1.0,1.0,1.0,2,88.75311597794776,99989,78631,0.45454545454545453,0.0019953818697357214,2623,2623,True
[D6 D1 &][dc][D1 D4 nor ~ D1 D3 D0 | nor |][D2][dc][dc][D0 ~][dc][dc][dc][dc],1.0,1.0,1.0,2,97.92994823510807,99967,79072,0.36363636363636365,0.0021786665629690335,1286,1286,True
[D0][D10 D2 nand ~ D1 ~ |][dc][dc][dc][D9 D0 nand ~ D0 |][dc][dc][D1][dc][D0],1.0,1.0,1.0,2,97.46333736431491,99991,79174,0.45454545454545453,0.002168285780374578,1159,1159,True
[D6 D1 &][dc][D6 D1 D6 nor nand][D2][dc][dc][D0 ~][dc][dc][dc][dc],1.0,1.0,1.0,1,97.92994823510807,99967,79764,0.36363636363636365,0.0010893332814845167,1247,1247,True
[D4 D2 & ~][dc][D8 D0 nand D1 D4 nor &][D2][dc][dc][dc][dc][D2][D9 D7 nand D4 D10 & D10 & ~ |][dc],0.0,1.0,1.0,2,78.05386776278064,99976,80291,0.45454545454545453,0.0016996115072043098,1927,1927,True
